,Year,Competition,Round,Rank,Name,Result
1973,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,9,,44-
1974,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,10,,44-
1975,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,11,,44-
1976,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,12,,41+
1977,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,13,,36+
1978,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,14,,33-
1979,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,15,,31-
1980,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,16,,30+
1981,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,17,,30-
1982,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,18,,30-
1983,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,19,,28+
1984,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,20,,28-
1985,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,21,,27+
1986,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,22,,22-
1987,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,23,Ramón Julian,21
1988,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,24,,20
1989,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,25,,20
1990,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),S,26,,19
1991,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,1,Ramón Julian  Puigblanque,Top
1992,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,2,Tomás Mrázek,40-
1993,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,3,Jakob Schubert,39.5+
1994,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,3,Sachi Amma,39.5+
1995,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,5,Patxi Usobiaga Lakunza,38+
1996,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,6,Jorg Verhoeven,38-
1997,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,7,Manuel Romain,37+
1998,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,8,Magnus Midtboe,37-
1999,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,9,Flavien Guerimand,36-
2000,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,10,Romain Desgranges,33-
2001,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,11,Fabien Dugit,33-
2002,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,12,Michaël Fuselier,31
2003,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,13,Mikhail Chernikov,24
2004,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,14,Hidekazu Ito,22-
2005,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,15,Matej Sova,17.8+
2006,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,16,Mario Lechner,17.8
2007,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,17,Fabien Comina,17.8
2008,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,18,Diego Martín Marsella Prado,17.8
2009,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,19,Jaha Kim,17.8
2010,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,20,Qinghua Wang,17.5
2011,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,21,Jiacuo Suolang,17.5-
2012,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,22,Matthias Müller,17-
2013,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,23,Aleksey Perov,11+
2014,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,24,Hyunbin Min,6.5+
2015,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,25,Xiangyang Ye,6.5
2016,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),S,26,Alexey Molchanov,5.5+
2017,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,1,Sachi Amma,Top
2018,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,1,Ramón Julian  Puigblanque,Top
2019,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,3,Klemen Becan,39-
2020,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,3,David Lama,39-
2021,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,3,Tomás Mrázek,39-
2022,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,6,Jakob Schubert,38+
2023,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,7,Jorg Verhoeven,34-
2024,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,7,Magnus Midtboe,34-
2025,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,9,Manuel Romain,33.5
2026,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,10,Thomas Ballet,33
2027,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,10,Fabien Comina,33
2028,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,10,Sean Mccoll,33
2029,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,13,Patxi Usobiaga Lakunza,31
2030,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,14,Romain Desgranges,30
2031,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,15,Alexander Kalina,29
2032,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,16,Sangwon Son,26
2033,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,17,Michaël Fuselier,25
2034,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,18,Eric Lopez Mateos,24.5
2035,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,19,Hyunbin Min,24.5-
2036,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,20,Flavien Guerimand,24-
2037,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,20,Cédric Lachat,24-
2038,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,22,Pablo Barbero Alfonso,23+
2039,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,23,Kazuma Watanabe,22-
2040,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,23,Aurélien Culver,22-
2041,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,23,Gabriel Josseron,22-
2042,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,23,Valeriy Kryukov,22-
2043,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,27,Jaha Kim,21+
2044,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),S,28,Gabor Szekely,21
2045,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,1,Valeriy Kryukov,29+
2046,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,2,Patxi Usobiaga Lakunza,29-
2047,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,2,Jorg Verhoeven,29-
2048,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,2,Tomás Mrázek,29-
2049,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,5,Sachi Amma,28+
2050,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,5,Romain Desgranges,28+
2051,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,5,Sean Mccoll,28+
2052,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,8,Ramón Julian  Puigblanque,28
2053,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,9,Cédric Lachat,28-
2054,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,10,Magnus Midtboe,27-
2055,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,10,Fabien Dugit,27-
2056,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,12,Kazuma Watanabe,26-
2057,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,12,Magnus Högström,26-
2058,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,14,Thomas Ballet,24-
2059,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,15,Fabien Comina,21
2060,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,16,Aurélien Culver,21-
2061,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,17,Klemen Becan,20-
2062,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,17,Remo Sommer,20-
2063,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,19,Martin Jaggi,19.5
2064,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,20,Stefan Danker,19.5-
2065,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,21,Casper Ten Sijthoff,19-
2066,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,22,Ivan Kaurov,18-
2067,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,23,Gabriel Josseron,13
2068,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,23,Sergey Terentyev,13
2069,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,23,Marco Antonio Jubes Angarita,13
2070,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,26,Thomas Schmid,13-
2071,2008,IFSC Climbing Worldcup (L) - Bern (SUI),S,27,Daniel Winkler,6
2072,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,1,David Lama,Top
2073,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,1,Sean Mccoll,Top
2074,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,1,Jorg Verhoeven,Top
2075,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,1,Cédric Lachat,Top
2076,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,1,Tomás Mrázek,Top
2077,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,1,Klemen Becan,Top
2078,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,1,Valeriy Kryukov,Top
2079,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,8,Ramón Julian  Puigblanque,45-
2080,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,8,Jakob Schubert,45-
2081,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,8,Thomas Ballet,45-
2082,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,11,Fabien Dugit,43-
2083,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,12,Romain Desgranges,42
2084,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,13,Sachi Amma,42-
2085,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,13,Magnus Midtboe,42-
2086,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,15,Jérôme De Boeck,40+
2087,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,15,Ivan Kaurov,40+
2088,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,15,Mario Lechner,40+
2089,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,18,Fabien Comina,38-
2090,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,18,Michaël Fuselier,38-
2091,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,18,Eric Lopez Mateos,38-
2092,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,21,Flavien Guerimand,37
2093,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,22,Jan Hojer,37-
2094,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,22,Thomas Tauporn,37-
2095,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,22,Patxi Usobiaga Lakunza,37-
2096,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,25,Marco Antonio Jubes Angarita,34
2097,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,26,Gabor Szekely,32-
2098,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,27,Pablo Barbero Alfonso,30-
2099,2008,IFSC Climbing Worldcup (L) - Imst (AUT),S,28,Mikhail Chernikov,20-
2100,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,1,Ramón Julian,Top
2101,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,2,,48-
2102,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,3,,47+
2103,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,4,Patxi,47+
2104,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,5,,46+
2105,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,6,,46
2106,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,6,,46
2107,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,6,,46
2108,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,9,,46-
2109,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,9,,46-
2110,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,11,,42
2111,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,12,,42
2112,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,13,,42-
2113,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,13,,42-
2114,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,15,,41
2115,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,16,,41-
2116,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,17,,39-
2117,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,17,,39-
2118,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,19,,39-
2119,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,20,,36-
2120,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,21,Casper,33
2121,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,22,,31-
2122,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,23,,28
2123,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,24,,26+
2124,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,25,,26-
2125,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),S,26,Marco Antonio,24-
2126,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,1,,36-
2127,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,2,,34
2128,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,3,Patxi,33-
2129,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,4,,32-
2130,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,5,,31
2131,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,6,,31
2132,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,7,,31-
2133,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,7,,31-
2134,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,9,,30-
2135,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,10,,29-
2136,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,11,,28-
2137,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,12,,26
2138,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,13,,26-
2139,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,14,,26-
2140,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,15,Ramón Julian,26-
2141,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,16,,26-
2142,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,17,,26-
2143,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,18,,25+
2144,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,19,,25+
2145,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,20,,22-
2146,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,21,,22-
2147,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,22,,21.5+
2148,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,23,,21.5
2149,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,24,,21.5
2150,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,25,,16
2151,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),S,26,,8-
