,Year,Competition,Round,Rank,Name,Result
603,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,17,Max Rudigier,23
604,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,18,Kai Harada,21+
605,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,19,Naoki Shimatani,21
606,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,20,Keiichiro Korenaga,20+
607,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,21,Yufei Pan,20
608,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,22,Elan Jonasmcrae,20
609,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,23,Javier Cano Blazquez,12
610,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,24,Kokoro Fujii,9
611,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,25,Hiroto Shimizu,3+
612,2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN)",S,26,Ramón Julian  Puigblanque,3+
613,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,1,Domen Skofic,Top
614,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,1,Jakob Schubert,Top
615,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,1,Stefano Ghisolfi,Top
616,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,4,Romain Desgranges,Top
617,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,5,Sebastian Halenke,Top
618,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,6,Dmitrii Fakirianov,Top
619,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,7,Urban Primozic,44+
620,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,8,Yuki Hada,44+
621,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,9,Sean Mccoll,44
622,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,10,Thomas Joannes,38+
623,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,11,Francesco Vettorata,38+
624,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,12,Max Rudigier,36+
625,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,13,Gautier Supper,36+
626,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,14,Masahiro Higuchi,36
627,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,15,Fedir Samoilov,35+
628,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,16,Jure Raztresen,35+
629,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,17,Tomoki Musha,35
630,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,18,Mario Lechner,33
631,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,19,Milan Preskar,29+
632,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,20,Taito Nakagami,22+
633,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,21,Naoki Shimatani,21+
634,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,22,Hannes Puman,19
635,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,23,Sascha Lehmann,18+
636,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,24,Keiichiro Korenaga,13
637,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,25,Kaya Otaka,13
638,2016,IFSC Climbing Worldcup (L) - Kranj (SLO),S,26,Sean Bailey,1
639,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,1,Dmitrii Fakirianov,50+
640,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,2,Romain Desgranges,49+
641,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,3,Gautier Supper,47+
642,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,4,Adam Ondra,46+
643,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,5,Jakob Schubert,46+
644,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,6,Stefano Ghisolfi,42
645,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,7,Ramón Julian  Puigblanque,41
646,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,8,Sebastian Halenke,39+
647,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,9,Domen Skofic,38+
648,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,10,Thomas Joannes,38+
649,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,11,Sean Mccoll,38+
650,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,12,Magnus Midtboe,37+
651,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,13,Yuki Hada,36+
652,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,14,Keiichiro Korenaga,35+
653,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,15,Minoru Nakano,33+
654,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,16,Mikhail Chernikov,32+
655,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,17,Charli Blein,32
656,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,18,Masahiro Higuchi,30+
657,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,19,Sascha Lehmann,30+
658,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,20,Jihwan Park,30+
659,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,21,Urban Primozic,30+
660,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,22,Hugo Parmentier,30+
661,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,23,Shinichiro Nomura,30+
662,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,24,Loïc Timmermans,30+
663,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,25,Valeriy Kryukov,28
664,2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,26,Hanwool Kim,18+
665,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,1,Gautier Supper,48
666,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,2,Jakob Schubert,44+
667,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,3,Adam Ondra,43+
668,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,3,Romain Desgranges,43+
669,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,5,Dmitrii Fakirianov,43+
670,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,6,Stefano Ghisolfi,42
671,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,7,Minoru Nakano,42
672,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,8,Sean Mccoll,41+
673,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,9,Domen Skofic,41+
674,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,10,Loïc Timmermans,41+
675,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,11,Thomas Joannes,40+
676,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,12,Sebastian Halenke,40+
677,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,12,Urban Primozic,40+
678,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,14,Christoph Hanke,38+
679,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,15,Masahiro Higuchi,36+
680,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,16,Magnus Midtboe,36+
681,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,17,Keiichiro Korenaga,36+
682,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,18,Mikhail Chernikov,36
683,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,19,Martin Bergant,34+
684,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,20,Hanwool Kim,34
685,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,21,Thomas Ballet,32
686,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,22,Hugo Parmentier,31.5+
687,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,23,Elan Jonasmcrae,30+
688,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,24,Francesco Vettorata,29+
689,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,25,Naoto Hakamada,28+
690,2015,IFSC Climbing Worldcup (L) - Briançon (FRA),S,26,Ramón Julian  Puigblanque,18
691,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,1,Jakob Schubert,52+
692,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,2,Gautier Supper,51+
693,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,3,Adam Ondra,51+
694,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,4,Domen Skofic,51
695,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,5,Romain Desgranges,51
696,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,6,Sebastian Halenke,50+
697,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,7,Urban Primozic,50
698,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,8,Thomas Joannes,48
699,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,9,Stephane Hanssens,47+
700,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,10,Stefano Ghisolfi,47+
701,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,11,Minoru Nakano,46+
702,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,12,Magnus Midtboe,45+
703,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,13,Ramón Julian  Puigblanque,45+
704,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,14,Jihwan Park,42
705,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,15,Max Rudigier,42
706,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,16,Loïc Timmermans,41
707,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,17,Marcello Bombardi,39+
708,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,18,Mikhail Chernikov,38
709,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,19,Kai Lightner,38
710,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,20,Tomoaki Takata,35+
711,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,21,Elan Jonasmcrae,31+
712,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,22,Francesco Vettorata,31
713,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,23,Hannes Puman,29+
714,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,24,Ruben Firnenburg,28+
715,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,25,Bernhard Röck,23
716,2015,IFSC Climbing Worldcup (L) - Imst (AUT),S,26,Matthias Schiestl,21+
717,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,1,Romain Desgranges,55+
718,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,2,Domen Skofic,52+
719,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,3,Gautier Supper,52
720,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,4,Sebastian Halenke,51
721,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,5,Adam Ondra,49+
722,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,6,Stefano Ghisolfi,49+
723,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,7,Jakob Schubert,49+
724,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,8,Francesco Vettorata,49+
725,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,9,Magnus Midtboe,46+
726,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,10,Ramón Julian  Puigblanque,46+
727,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,11,Urban Primozic,46+
728,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,12,Loïc Timmermans,46+
729,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,13,Sean Mccoll,46
730,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,14,Thomas Joannes,45+
731,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,15,Max Rudigier,44+
732,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,16,Christoph Hanke,43+
733,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,17,Thomas Ballet,43
734,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,18,Mikhail Chernikov,43
735,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,19,Marcello Bombardi,41+
736,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,20,Mario Lechner,31+
737,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,21,Martin Mobråten,29+
738,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,22,Stephane Hanssens,25+
739,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,23,Bernhard Röck,25+
740,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,24,Lukas Köb,25
741,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,25,Hannes Puman,25
742,2015,IFSC Climbing Worldcup (L) - Stavanger (NOR),S,26,Tomoaki Takata,14
743,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,1,Domen Skofic,Top
744,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,2,Stefano Ghisolfi,Top
745,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,3,Ramón Julian  Puigblanque,48+
746,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,4,Gautier Supper,47+
747,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,5,Jakob Schubert,40
748,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,5,Romain Desgranges,40
749,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,7,Max Rudigier,40
750,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,8,Masahiro Higuchi,39+
751,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,9,Francesco Vettorata,39
752,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,10,Sebastian Halenke,38
753,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,10,Adam Ondra,38
754,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,12,Urban Primozic,36+
755,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,13,Thomas Joannes,36+
756,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,14,Minoru Nakano,36+
757,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,15,Loïc Timmermans,35+
758,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,16,Christoph Hanke,35+
759,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,17,Charli Blein,35+
760,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,18,Stephane Hanssens,35+
761,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,19,Maël Bonzom,32+
762,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,20,Javier Cano Blazquez,29
763,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,21,Marcello Bombardi,28
764,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,22,Mario Lechner,27+
765,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,23,Antoine Kauffmann,27+
766,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,24,Elan Jonasmcrae,27
767,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,25,Mikhail Chernikov,27
768,2015,IFSC Climbing Worldcup (L) - Puurs (BEL),S,26,Thomas Ballet,26
769,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,1,Ramón Julian  Puigblanque,46
770,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,2,Jakob Schubert,45+
771,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,3,Domen Skofic,44
772,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,4,Adam Ondra,41+
773,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,4,Sean Mccoll,41+
774,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,6,Sebastian Halenke,33+
775,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,7,Minoru Nakano,33
776,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,8,Gautier Supper,32+
777,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,9,Naoki Shimatani,32+
778,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,10,Keiichiro Korenaga,32+
779,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,11,Francesco Vettorata,32
780,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,12,Romain Desgranges,31
781,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,13,Elan Jonasmcrae,31
782,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,14,Bernhard Röck,29+
783,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,15,Max Rudigier,29+
784,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,16,Shinichiro Nomura,28+
785,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,17,Loïc Timmermans,25+
786,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,18,Mario Lechner,25+
787,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,19,Haibin Qu,25+
788,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,20,Zida Ma,25+
789,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,21,Christoph Hanke,25
790,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,22,Qinghua Wang,22+
791,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,23,Naoto Hakamada,22
792,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,24,Changfeng Qu,19+
793,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,25,Martin Jech,18+
794,2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN)",S,26,Stefano Ghisolfi,3+
795,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,1,Jakob Schubert,43+
796,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,2,Sean Mccoll,42+
797,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,2,Domen Skofic,42+
798,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,4,Ramón Julian  Puigblanque,41+
799,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,5,Minoru Nakano,41
800,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,6,Adam Ondra,40+
801,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,6,Romain Desgranges,40+
802,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,6,Gautier Supper,40+
803,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,9,Sachi Amma,40+
804,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,10,Francesco Vettorata,40+
805,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,11,Jan Hojer,40+
806,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,12,Sebastian Halenke,40
807,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,13,Stefano Ghisolfi,39+
808,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,14,Urban Primozic,36
809,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,15,Thomas Joannes,35
810,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,16,Keiichiro Korenaga,34
811,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,17,Max Rudigier,30+
812,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,18,Elan Jonasmcrae,30
813,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,19,Tomoaki Takata,29+
814,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,20,Loïc Timmermans,29+
815,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,21,Tim Reuser,29
816,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,22,Mario Lechner,28
817,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,23,Maël Bonzom,27
818,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,24,Thomas Ballet,26+
819,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,25,Sascha Lehmann,25
820,2015,IFSC Climbing Worldcup (L) - Kranj (SLO),S,26,Christoph Hanke,25
821,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,1,Romain Desgranges,Top
822,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,2,Gautier Supper,37+
823,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,3,Domen Skofic,37
824,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,4,Keiichiro Korenaga,36+
825,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,5,Stefano Ghisolfi,36+
826,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,6,Jakob Schubert,35.5+
827,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,7,Hyunbin Min,35.5
828,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,8,Sean Mccoll,33+
829,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,9,Adam Ondra,33+
830,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,10,Magnus Midtboe,33+
831,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,11,Akito Matsushima,33+
832,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,12,Mikhail Chernikov,32+
833,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,13,Jihwan Park,32+
834,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,14,Hiroto Shimizu,31+
835,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,15,Ramón Julian  Puigblanque,24+
836,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,16,Manuel Romain,24+
837,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,17,Hanwool Kim,24+
838,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,18,Zida Ma,24+
839,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,19,Qinghua Wang,24+
840,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,20,Mario Lechner,23+
841,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,21,Hongil Kim,21+
842,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,22,Elan Jonasmcrae,21+
843,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,23,Haibin Qu,17+
844,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,24,Shinyeong Yun,17+
845,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,25,Jabee Kim,12+
846,2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN)",S,26,Loïc Timmermans,12+
847,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,1,Jakob Schubert,40+
848,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,2,Romain Desgranges,39+
849,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,3,Ramón Julian  Puigblanque,32+
850,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,4,Thomas Ballet,32+
851,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,5,Domen Skofic,29
852,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,6,Magnus Midtboe,28+
853,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,7,Urban Primozic,28+
854,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,8,Sachi Amma,28
855,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,9,Sean Mccoll,28
856,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,10,Dmitrii Fakirianov,28
857,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,11,Akito Matsushima,28
858,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,12,Manuel Romain,27+
859,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,13,Sebastian Halenke,27+
860,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,14,Alban Levier,27+
861,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,15,Jihwan Park,27+
862,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,16,Hyunbin Min,26
863,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,17,Hannes Puman,26
864,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,18,Gautier Supper,24+
865,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,19,Tatsumi Nitta,24+
866,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,20,Francesco Vettorata,21+
867,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,21,Marcello Bombardi,21+
868,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,22,Thomas Joannes,21
869,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,23,Minoru Nakano,19
870,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,24,Javier Cano Blazquez,15
871,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,25,Stefano Ghisolfi,13+
872,2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA)",S,26,Shinichiro Nomura,7+
873,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,1,Sachi Amma,46+
874,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,2,Romain Desgranges,43+
875,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,3,Jakob Schubert,42+
876,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,4,Ramón Julian  Puigblanque,41+
877,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,5,Gautier Supper,41
878,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,6,Sean Mccoll,40
879,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,7,Manuel Romain,40
880,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,8,Adam Ondra,39+
881,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,9,Hyunbin Min,39+
882,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,10,Magnus Midtboe,39+
883,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,10,Francesco Vettorata,39+
884,2014,IFSC Climbing Worldcup (L) - Briançon (FRA),S,12,Thomas Ballet,38+
