,Year,Competition,Round,Rank,Name,Result
581,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",F,2,,42+
582,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",F,3,,41
583,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",F,4,,40-
584,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",F,5,,38-
585,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",F,6,Ramón Julian,28
586,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",F,7,,21
587,2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA)",F,8,,19-
588,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,1,Adam Ondra,47+
589,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,2,Ramón Julian  Puigblanque,47+
590,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,3,Sachi Amma,43.5-
591,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,4,Sean Mccoll,25
592,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,5,Patxi Usobiaga Lakunza,21-
593,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,6,Jakob Schubert,21-
594,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,7,Magnus Midtboe,20+
595,2009,IFSC Climbing Worldcup (L) - Barcelona (ESP),F,8,Thomas Tauporn,17-
596,2009,IFSC Climbing Worldcup (L) - Imst (AUT),F,1,Adam Ondra,Top
597,2009,IFSC Climbing Worldcup (L) - Imst (AUT),F,2,Patxi Usobiaga Lakunza,Top
598,2009,IFSC Climbing Worldcup (L) - Imst (AUT),F,3,Sean Mccoll,48
599,2009,IFSC Climbing Worldcup (L) - Imst (AUT),F,4,Sachi Amma,48-
600,2009,IFSC Climbing Worldcup (L) - Imst (AUT),F,5,Manuel Romain,42+
601,2009,IFSC Climbing Worldcup (L) - Imst (AUT),F,6,Klemen Becan,40+
602,2009,IFSC Climbing Worldcup (L) - Imst (AUT),F,7,Jakob Schubert,35
603,2009,IFSC Climbing Worldcup (L) - Imst (AUT),F,8,Ramón Julian  Puigblanque,15-
604,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),F,1,,Top
605,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),F,2,Patxi,56-
606,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),F,3,,52+
607,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),F,4,,52
608,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),F,5,,52-
609,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),F,6,,51+
610,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),F,7,,49-
611,2009,IFSC Climbing Worldcup (L) - Puurs (BEL),F,8,Ramón Julian,21+
612,2009,IFSC Climbing Worldcup (L) - Brno (CZE),F,1,Jakob Schubert,42
613,2009,IFSC Climbing Worldcup (L) - Brno (CZE),F,2,Patxi Usobiaga Lakunza,34-
614,2009,IFSC Climbing Worldcup (L) - Brno (CZE),F,3,Tomás Mrázek,31
615,2009,IFSC Climbing Worldcup (L) - Brno (CZE),F,4,Thomas Tauporn,29
616,2009,IFSC Climbing Worldcup (L) - Brno (CZE),F,5,Ramón Julian  Puigblanque,26
617,2009,IFSC Climbing Worldcup (L) - Brno (CZE),F,6,Akito Matsushima,26-
618,2009,IFSC Climbing Worldcup (L) - Brno (CZE),F,7,David Lama,26-
619,2009,IFSC Climbing Worldcup (L) - Brno (CZE),F,8,Manuel Romain,23+
620,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),F,1,,47-
621,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),F,2,,44
622,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),F,3,,44-
623,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),F,4,,42-
624,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),F,5,,41
625,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),F,6,Patxi,40+
626,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),F,7,,37
627,2009,IFSC Climbing Worldcup (L) - Kranj (SLO),F,8,,37-
628,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),F,1,Tomás Mrázek,47
629,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),F,2,Jakob Schubert,41-
630,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),F,3,Sachi Amma,38-
631,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),F,4,Patxi Usobiaga Lakunza,32-
632,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),F,5,Manuel Romain,32-
633,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),F,6,Magnus Midtboe,30-
634,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),F,7,Ramón Julian  Puigblanque,11
635,2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN),F,8,Jorg Verhoeven,10.5
636,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),F,1,Jorg Verhoeven,42-
637,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),F,2,Sachi Amma,37
638,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),F,3,Klemen Becan,35
639,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),F,4,David Lama,34.5+
640,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),F,4,Tomás Mrázek,34.5+
641,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),F,6,Ramón Julian  Puigblanque,34.5
642,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),F,7,Magnus Midtboe,34.5
643,2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA),F,8,Jakob Schubert,24-
644,2008,IFSC Climbing Worldcup (L) - Bern (SUI),F,1,Patxi Usobiaga Lakunza,32-
645,2008,IFSC Climbing Worldcup (L) - Bern (SUI),F,2,Jorg Verhoeven,31+
646,2008,IFSC Climbing Worldcup (L) - Bern (SUI),F,3,Tomás Mrázek,31
647,2008,IFSC Climbing Worldcup (L) - Bern (SUI),F,4,Sachi Amma,31
648,2008,IFSC Climbing Worldcup (L) - Bern (SUI),F,5,Ramón Julian  Puigblanque,29-
649,2008,IFSC Climbing Worldcup (L) - Bern (SUI),F,6,Romain Desgranges,28+
650,2008,IFSC Climbing Worldcup (L) - Bern (SUI),F,7,Sean Mccoll,28-
651,2008,IFSC Climbing Worldcup (L) - Bern (SUI),F,8,Valeriy Kryukov,20-
652,2008,IFSC Climbing Worldcup (L) - Imst (AUT),F,1,David Lama,50+
653,2008,IFSC Climbing Worldcup (L) - Imst (AUT),F,2,Ramón Julian  Puigblanque,50
654,2008,IFSC Climbing Worldcup (L) - Imst (AUT),F,3,Sean Mccoll,41+
655,2008,IFSC Climbing Worldcup (L) - Imst (AUT),F,4,Jorg Verhoeven,41-
656,2008,IFSC Climbing Worldcup (L) - Imst (AUT),F,5,Cédric Lachat,40+
657,2008,IFSC Climbing Worldcup (L) - Imst (AUT),F,5,Tomás Mrázek,40+
658,2008,IFSC Climbing Worldcup (L) - Imst (AUT),F,7,Jakob Schubert,40-
659,2008,IFSC Climbing Worldcup (L) - Imst (AUT),F,8,Klemen Becan,39+
660,2008,IFSC Climbing Worldcup (L) - Imst (AUT),F,9,Valeriy Kryukov,39
661,2008,IFSC Climbing Worldcup (L) - Imst (AUT),F,10,Thomas Ballet,25-
662,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),F,1,Ramón Julian,48-
663,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),F,2,,46-
664,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),F,3,,41-
665,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),F,4,,37-
666,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),F,5,,37-
667,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),F,6,,35+
668,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),F,7,,31-
669,2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL),F,8,Patxi,25-
670,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),F,1,,29
671,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),F,2,,29-
672,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),F,3,Patxi,26-
673,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),F,4,,25-
674,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),F,5,,25-
675,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),F,6,,24.5
676,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),F,7,,15-
677,2008,IFSC Climbing Worldcup (L) - Kranj (SLO),F,8,,15-
